work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Industry Sector,Top Skills Required,Certifications Preferred,Educational Requirements,Job Demand Trends,Career Progression Path,Job Posting Sources,Work-Life Balance Score,Job Satisfaction Rating,Job Growth Rate (%),Security Clearance Required,Primary Cybersecurity Domain,Remote Work Availability,Bonus Eligibility
2021,SE,FT,Security Engineer,150000,CAD,119643,CA,100,CA,M,Healthcare,General Security Knowledge,CISM,PhD,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.186196214,2.698906539,21.7,Yes,Cloud Security,Yes,Yes
2021,EN,FT,Security Analyst,100300,USD,100300,US,100,US,L,Finance,"SOC Analysis, Threat Intelligence, SIEM",AWS Security,PhD,Decreasing,IT Support → Security Analyst → Security Engineer,Glassdoor,2.975319565,2.903290971,10.12,Yes,Network Security,Yes,Yes
2021,SE,FT,Product Security Engineer,150000,USD,150000,US,100,US,L,Retail,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.071919194,3.900294678,12.33,Top Secret,Cloud Security,Yes,No
2021,MI,FT,Information Security Engineer,119000,USD,119000,US,100,US,L,Technology,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.96327002,3.788511304,27.41,No,Cloud Security,Yes,No
2020,MI,FT,Security Engineer,192000,USD,192000,US,100,US,L,Government,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.708560045,2.672447129,5.33,Secret,Cloud Security,Yes,No
2020,SE,FT,Information Security Manager,102000,USD,102000,US,0,US,L,Technology,General Security Knowledge,CISM,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.713059954,4.352823484,7.14,Secret,Governance & Compliance,No,Yes
2021,SE,FT,Chief Information Security Officer,240000,USD,240000,US,100,US,S,Healthcare,General Security Knowledge,AWS Security,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.781522032,4.018759195,10.2,No,Cloud Security,Yes,No
2021,EN,FT,SOC Analyst,63000,USD,63000,US,0,US,L,Consulting,General Security Knowledge,CISSP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.747639389,2.554415056,5.66,Yes,Network Security,No,No
2021,MI,FT,Cyber Security Engineer,98000,USD,98000,US,100,US,L,Consulting,General Security Knowledge,CISSP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.805967308,3.702565715,9.54,Secret,Cloud Security,Yes,Yes
2020,SE,FT,Information Security Manager,55000,GBP,70545,GB,100,GB,S,Healthcare,General Security Knowledge,AWS Security,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,3.970767182,4.359752114,19.58,Top Secret,Governance & Compliance,Yes,No
2021,SE,FT,Information Security Manager,100000,USD,100000,US,100,US,L,Consulting,General Security Knowledge,CISM,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.966783574,4.439832421,15.54,Secret,Governance & Compliance,Yes,Yes
2021,MI,FT,Information Security Engineer,80000,USD,80000,US,100,US,M,Technology,General Security Knowledge,CISSP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.120166348,4.016003717,27.32,Top Secret,Cloud Security,Yes,No
2020,MI,FT,Information Security Specialist,72000,USD,72000,US,100,US,L,Retail,General Security Knowledge,CISSP,PhD,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.007212073,4.162027569,25.44,Yes,Cloud Security,Yes,No
2021,EN,FT,Cyber Security Engineer,75000,USD,75000,US,100,US,L,Consulting,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.044335143,2.811104302,13.55,Top Secret,Cloud Security,Yes,Yes
2020,MI,FT,Lead Information Security Engineer,80000,USD,80000,US,50,US,L,Healthcare,General Security Knowledge,CISM,PhD,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.242185623,4.753758995,11.49,No,Cloud Security,Hybrid,No
2021,MI,FT,Cyber Security Analyst,67000,USD,67000,US,0,US,L,Finance,"Firewall Management, Network Security, Cryptography",AWS Security,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.051081566,2.64714846,14.49,No,Network Security,No,Yes
2020,SE,FT,Lead Information Security Engineer,130000,USD,130000,US,100,US,L,Government,General Security Knowledge,OSCP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.447184942,2.764452952,19.76,Top Secret,Cloud Security,Yes,No
2021,SE,FT,Information Security Specialist,85000,CAD,67798,CA,50,CA,L,Education,General Security Knowledge,CEH,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.944567959,3.956965332,11.7,No,Governance & Compliance,Hybrid,Yes
2021,MI,FT,SOC Analyst,120000,USD,120000,US,100,US,L,Education,General Security Knowledge,OSCP,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.117017971,3.205441042,20.6,Yes,Network Security,Yes,No
2021,MI,FT,Cyber Security Engineer,76500,USD,76500,US,100,US,L,Retail,General Security Knowledge,CISM,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,3.654887032,3.496196497,15.24,Secret,Cloud Security,Yes,Yes
2021,SE,FT,Cyber Security Analyst,160000,USD,160000,US,0,US,M,Technology,"Firewall Management, Network Security, Cryptography",OSCP,Certification Only,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,4.247300655,3.030487258,18.8,Yes,Network Security,No,Yes
2021,EX,FT,Head of Security,200000,USD,200000,US,100,US,L,Consulting,General Security Knowledge,CISSP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.666643091,4.828831914,15.9,Yes,Governance & Compliance,Yes,Yes
2021,EX,FT,Information Security Officer,142000,USD,142000,US,50,US,L,Government,General Security Knowledge,CISSP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.682836172,2.841927643,12.36,No,Risk Management,Hybrid,No
2020,EX,FT,Lead Security Engineer,180000,USD,180000,US,100,US,L,Consulting,General Security Knowledge,AWS Security,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.839631501,4.932866503,28.71,Top Secret,Cloud Security,Yes,No
2020,MI,FT,Cyber Security Analyst,120000,USD,120000,US,100,US,L,Finance,"Firewall Management, Network Security, Cryptography",OSCP,Master’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,3.559707191,3.838242442,24.09,Yes,Network Security,Yes,No
2021,MI,FT,Chief Information Security Officer,40000,USD,40000,NL,50,NL,L,Education,General Security Knowledge,OSCP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.41543655,3.48700682,8.5,Yes,Network Security,Hybrid,No
2021,MI,FT,Information Security Architect,72000,EUR,85108,DE,100,DE,L,Healthcare,General Security Knowledge,AWS Security,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.212363457,4.356627573,26.71,No,Cloud Security,Yes,Yes
2021,SE,FT,Information Security Manager,150000,USD,150000,US,100,US,M,Government,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.842785892,4.205161269,17.19,Top Secret,Governance & Compliance,Yes,Yes
2021,MI,FT,Cyber Security Specialist,100000,USD,100000,US,0,US,L,Consulting,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,3.125606362,3.203764721,27.36,Yes,Cloud Security,No,Yes
2021,EN,FT,Information Security Officer,28800,EUR,34043,BE,50,BE,L,Government,General Security Knowledge,OSCP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.576369902,4.235994295,25.0,No,Risk Management,Hybrid,Yes
2021,SE,FT,Information Security Manager,140000,CAD,111667,CA,50,CA,M,Retail,General Security Knowledge,OSCP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.174213261,3.103782715,15.63,No,Governance & Compliance,Hybrid,Yes
2021,EX,FT,Head of Security,187000,USD,187000,US,100,US,L,Healthcare,General Security Knowledge,CISM,Master’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.311787955,4.485264434,5.56,Yes,Cloud Security,Yes,Yes
2021,MI,FT,Cyber Security Analyst,648000,ZAR,43824,ZA,100,ZA,L,Consulting,"Firewall Management, Network Security, Cryptography",Security+,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,3.847021613,2.800216015,11.72,No,Network Security,Yes,Yes
2021,EX,FT,Chief Information Security Officer,104000,USD,104000,US,100,US,L,Education,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.890099107,3.402395363,18.54,Yes,Governance & Compliance,Yes,Yes
2021,MI,FT,Information Security Analyst,100000,CAD,79762,CA,100,CA,L,Healthcare,General Security Knowledge,CISSP,Master’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.532513873,3.30011363,20.84,No,Network Security,Yes,Yes
2020,EN,FT,Network Security Engineer,65000,USD,65000,US,50,US,L,Retail,General Security Knowledge,CEH,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.028867803,2.705769926,11.45,Secret,Cloud Security,Hybrid,Yes
2020,MI,FT,Cyber Security Engineer,128000,USD,128000,US,0,US,L,Technology,General Security Knowledge,OSCP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.751880058,4.072173882,8.48,Secret,Cloud Security,No,No
2021,MI,FT,Information Security Engineer,120000,USD,120000,US,100,US,L,Education,General Security Knowledge,CEH,Certification Only,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,4.811650369,2.807936972,25.87,No,Cloud Security,Yes,No
2020,MI,FT,Information Security Manager,105000,USD,105000,US,100,US,L,Finance,General Security Knowledge,CISM,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.391613799,2.612847072,29.61,No,Governance & Compliance,Yes,No
2021,MI,FT,Information Security Analyst,120000,USD,120000,US,100,US,L,Education,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.931431685,2.673883524,18.14,Yes,Network Security,Yes,Yes
2021,MI,FT,Incident Response Analyst,145000,USD,145000,US,100,US,L,Healthcare,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.698333579,4.632757169,9.29,No,Risk Management,Yes,Yes
2021,EN,FT,Information Security Officer,37000,EUR,43736,AT,0,AT,M,Finance,General Security Knowledge,AWS Security,PhD,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.940256415,3.331185688,11.81,Yes,Risk Management,No,No
2021,EN,FT,Penetration Tester,78000,USD,78000,US,100,US,L,Healthcare,General Security Knowledge,AWS Security,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.326034159,3.002455841,5.46,No,Application Security,Yes,Yes
2021,SE,FT,Cyber Security Engineer,125000,USD,125000,US,100,US,L,Government,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,Company Website,2.800877514,3.785773916,27.86,No,Cloud Security,Yes,Yes
2021,SE,FT,Incident Response Manager,130000,USD,130000,US,0,US,L,Healthcare,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.619866919,4.127287738,7.94,Yes,Identity Management,No,Yes
2020,SE,FT,Application Security Engineer,130000,USD,130000,US,100,US,L,Finance,General Security Knowledge,CEH,PhD,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,3.056120603,3.420918394,19.41,No,Cloud Security,Yes,Yes
2020,SE,FT,Information Security Manager,141000,USD,141000,US,100,US,L,Consulting,General Security Knowledge,Security+,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.573578606,3.558424851,11.85,Top Secret,Governance & Compliance,Yes,Yes
2021,SE,FT,Product Security Engineer,120000,USD,120000,US,100,US,L,Consulting,General Security Knowledge,CEH,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.728068821,4.394644153,18.85,Secret,Cloud Security,Yes,Yes
2021,MI,FT,Cyber Security Analyst,90000,USD,90000,US,100,US,L,Finance,"Firewall Management, Network Security, Cryptography",CISM,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,3.694950464,2.936210856,21.29,Yes,Network Security,Yes,No
2021,EX,FT,Information Security Manager,172500,USD,172500,US,100,US,M,Healthcare,General Security Knowledge,CEH,PhD,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,2.6042222,4.332258011,25.74,No,Governance & Compliance,Yes,Yes
2020,SE,FT,Network and Security Engineer,90000,USD,90000,US,50,US,L,Technology,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.875606013,4.835096864,10.16,No,Cloud Security,Hybrid,Yes
2020,MI,FT,Cyber Security Analyst,93000,USD,93000,US,50,US,L,Retail,"Firewall Management, Network Security, Cryptography",AWS Security,Certification Only,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,3.590987473,4.024243919,5.27,Yes,Network Security,Hybrid,No
2021,SE,FT,Cyber Security Specialist,41500,GBP,57082,GB,100,GB,L,Finance,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.239778067,3.79909311,8.42,Yes,Identity Management,Yes,Yes
2021,EN,FT,IT Security Analyst,62000,USD,62000,US,50,US,L,Consulting,"Vulnerability Assessment, Penetration Testing, IDS/IPS",CEH,Certification Only,Decreasing,System Admin → IT Security Analyst → Security Architect,ZipRecruiter,4.445739168,2.90839913,27.5,Yes,Network Security,Hybrid,Yes
2020,SE,FT,Network and Security Engineer,240000,USD,240000,CA,100,US,L,Retail,General Security Knowledge,Security+,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.953164738,3.982301886,26.85,Top Secret,Cloud Security,Yes,No
2021,SE,FT,Penetration Tester,195000,USD,195000,US,100,US,L,Consulting,General Security Knowledge,CISM,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.060395794,4.930931948,19.94,Secret,Application Security,Yes,Yes
2021,MI,FT,Penetration Tester,110000,CHF,120308,CH,100,CH,L,Consulting,General Security Knowledge,AWS Security,PhD,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.940965123,4.003301982,20.01,Secret,Application Security,Yes,Yes
2021,EN,PT,Penetration Tester,50000,EUR,59102,DE,100,DE,S,Government,General Security Knowledge,CISSP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.631784951,3.972734567,21.63,No,Application Security,Yes,Yes
2021,SE,FT,Chief Information Security Officer,90000,USD,90000,AR,50,AR,L,Government,General Security Knowledge,CISM,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.594844368,4.928484205,9.38,No,Identity Management,Hybrid,Yes
2021,SE,FT,Cloud Security Engineer,120000,CAD,95715,CA,50,UM,L,Retail,General Security Knowledge,OSCP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.181059229,3.507842867,27.86,No,Cloud Security,Hybrid,Yes
2021,EN,FT,Penetration Tester,42000,EUR,49646,LU,50,LU,S,Healthcare,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.678681041,2.720510433,15.47,No,Application Security,Hybrid,No
2021,SE,FT,Corporate Infrastructure Security Engineer,140000,AUD,105070,AU,0,AU,L,Finance,General Security Knowledge,CISM,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.565229201,4.147685236,14.58,Yes,Cloud Security,No,Yes
2021,SE,FT,Incident Response Manager,155000,AUD,116327,AU,0,AU,L,Technology,General Security Knowledge,Security+,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.180756639,4.632241777,17.97,Yes,Application Security,No,Yes
2021,MI,FT,Penetration Tester,95000,CAD,75774,CA,100,CA,L,Finance,General Security Knowledge,CEH,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.799116454,4.661991564,6.17,Yes,Application Security,Yes,Yes
2021,MI,FT,SOC Analyst,12800,USD,12800,EG,100,EG,M,Finance,General Security Knowledge,AWS Security,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.913539253,3.489047221,9.16,Yes,Network Security,Yes,Yes
2021,EN,PT,Penetration Testing Engineer,330000,TWD,11812,TW,50,TW,S,Healthcare,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.97978522,3.352803342,23.45,Yes,Risk Management,Hybrid,Yes
2020,SE,FT,Cyber Security Analyst,98000,USD,98000,US,100,US,L,Education,"Firewall Management, Network Security, Cryptography",CISSP,Bachelor’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,2.894613578,4.668200525,7.07,Yes,Network Security,Yes,Yes
2021,EN,FT,Application Security Engineer,2000,USD,2000,VN,0,VN,L,Finance,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.014084679,3.984212191,20.08,No,Cloud Security,No,Yes
2020,EN,FT,Application Security Engineer,85000,USD,85000,US,100,US,L,Finance,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.591578236,3.47391369,11.13,No,Cloud Security,Yes,Yes
2021,EN,FT,SOC Analyst,47000,CAD,37488,CA,100,CA,S,Retail,General Security Knowledge,CISSP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,2.755872519,4.617139823,14.73,No,Network Security,Yes,Yes
